no,gender,age,height,weight,bmi,griffith,sensitivity,preference,environment,season,ta,hr,va,date,time
8.0,0.0,28.0,168.0,54.0,19.13,0.49,1.0,0.0,1.0,0.0,25.9,47,0.48,118,3
9.0,1.0,22.0,180.0,65.0,20.06,1.05,1.0,-1.0,-1.0,0.0,25.0,47,0.96,118,0
9.0,1.0,22.0,180.0,65.0,20.06,1.05,1.0,-1.0,-1.0,0.0,25.4,47,0.48,118,1
9.0,1.0,22.0,180.0,65.0,20.06,1.05,1.0,-1.0,-1.0,0.0,25.07,47,0.6,118,2
9.0,1.0,22.0,180.0,65.0,20.06,1.05,1.0,-1.0,-1.0,0.0,25.34,47,0.24,118,3
14.0,1.0,24.0,181.0,70.0,21.37,1.16,1.0,-1.0,1.0,0.0,25.0,47,1.2,118,0
14.0,1.0,24.0,181.0,70.0,21.37,1.16,1.0,-1.0,1.0,0.0,25.44,47,0.12,118,1
14.0,1.0,24.0,181.0,70.0,21.37,1.16,1.0,-1.0,1.0,0.0,25.51,47,0.0,118,2
14.0,1.0,24.0,181.0,70.0,21.37,1.16,1.0,-1.0,1.0,0.0,25.71,47,0.48,118,3
16.0,1.0,23.0,180.0,70.0,21.6,2.27,1.0,-1.0,-1.0,0.0,25.0,47,0.36,118,0
16.0,1.0,23.0,180.0,70.0,21.6,2.27,1.0,-1.0,-1.0,0.0,25.98,47,0.6,118,1
16.0,1.0,23.0,180.0,70.0,21.6,2.27,1.0,-1.0,-1.0,0.0,25.7,47,0.96,118,2
16.0,1.0,23.0,180.0,70.0,21.6,2.27,1.0,-1.0,-1.0,0.0,25.07,47,0.12,118,3
18.0,0.0,22.0,163.0,48.0,18.07,1.09,1.0,-1.0,-1.0,0.0,25.0,47,0.48,118,0
18.0,0.0,22.0,163.0,48.0,18.07,1.09,1.0,-1.0,-1.0,0.0,25.69,47,0.84,118,1
18.0,0.0,22.0,163.0,48.0,18.07,1.09,1.0,-1.0,-1.0,0.0,25.1,47,0.72,118,2
18.0,0.0,22.0,163.0,48.0,18.07,1.09,1.0,-1.0,-1.0,0.0,25.83,47,0.72,118,3
30.0,1.0,31.0,180.0,66.0,20.37,0.59,1.0,0.0,1.0,0.0,25.0,47,0.12,118,0
30.0,1.0,31.0,180.0,66.0,20.37,0.59,1.0,0.0,1.0,0.0,25.84,47,0.84,118,1
30.0,1.0,31.0,180.0,66.0,20.37,0.59,1.0,0.0,1.0,0.0,25.28,47,1.2,118,2
30.0,1.0,31.0,180.0,66.0,20.37,0.59,1.0,0.0,1.0,0.0,25.28,47,0.12,118,3
43.0,0.0,28.0,161.0,57.0,21.99,0.44,1.0,1.0,0.0,0.0,25.0,47,0.96,118,0
43.0,0.0,28.0,161.0,57.0,21.99,0.44,1.0,1.0,0.0,0.0,25.93,47,1.08,118,1
43.0,0.0,28.0,161.0,57.0,21.99,0.44,1.0,1.0,0.0,0.0,25.52,47,0.24,118,2
43.0,0.0,28.0,161.0,57.0,21.99,0.44,1.0,1.0,0.0,0.0,25.77,47,0.0,118,3
46.0,1.0,22.0,179.0,77.0,24.03,0.89,1.0,1.0,1.0,0.0,25.0,47,0.36,118,0
46.0,1.0,22.0,179.0,77.0,24.03,0.89,1.0,1.0,1.0,0.0,25.18,47,0.48,118,1
46.0,1.0,22.0,179.0,77.0,24.03,0.89,1.0,1.0,1.0,0.0,25.44,47,0.36,118,2
46.0,1.0,22.0,179.0,77.0,24.03,0.89,1.0,1.0,1.0,0.0,25.62,47,1.2,118,3
49.0,0.0,23.0,170.0,60.0,20.76,0.88,1.0,-1.0,-1.0,0.0,25.0,47,0.12,118,0
49.0,0.0,23.0,170.0,60.0,20.76,0.88,1.0,-1.0,-1.0,0.0,25.58,47,0.48,118,1
49.0,0.0,23.0,170.0,60.0,20.76,0.88,1.0,-1.0,-1.0,0.0,25.65,47,0.0,118,2
49.0,0.0,23.0,170.0,60.0,20.76,0.88,1.0,-1.0,-1.0,0.0,25.42,47,1.08,118,3
51.0,0.0,23.0,163.0,55.0,20.7,0.89,1.0,-1.0,-1.0,0.0,25.0,47,0.6,118,0
51.0,0.0,23.0,163.0,55.0,20.7,0.89,1.0,-1.0,-1.0,0.0,25.53,47,0.24,118,1
51.0,0.0,23.0,163.0,55.0,20.7,0.89,1.0,-1.0,-1.0,0.0,25.94,47,0.96,118,2
51.0,0.0,23.0,163.0,55.0,20.7,0.89,1.0,-1.0,-1.0,0.0,25.38,47,0.36,118,3
8.0,0.0,28.0,168.0,54.0,19.13,0.49,1.0,0.0,1.0,0.0,25.5,47,1.08,119,0
8.0,0.0,28.0,168.0,54.0,19.13,0.49,1.0,0.0,1.0,0.0,25.89,47,0.84,119,1
8.0,0.0,28.0,168.0,54.0,19.13,0.49,1.0,0.0,1.0,0.0,25.94,47,0.48,119,2
8.0,0.0,28.0,168.0,54.0,19.13,0.49,1.0,0.0,1.0,0.0,26.06,47,0.96,119,3
9.0,1.0,22.0,180.0,65.0,20.06,1.05,1.0,-1.0,-1.0,0.0,25.5,47,0.6,119,0
9.0,1.0,22.0,180.0,65.0,20.06,1.05,1.0,-1.0,-1.0,0.0,26.03,47,0.72,119,1
9.0,1.0,22.0,180.0,65.0,20.06,1.05,1.0,-1.0,-1.0,0.0,25.51,47,0.24,119,2
9.0,1.0,22.0,180.0,65.0,20.06,1.05,1.0,-1.0,-1.0,0.0,26.49,47,0.24,119,3
14.0,1.0,24.0,181.0,70.0,21.37,1.16,1.0,-1.0,1.0,0.0,25.5,47,0.12,119,0
14.0,1.0,24.0,181.0,70.0,21.37,1.16,1.0,-1.0,1.0,0.0,25.83,47,0.84,119,1
14.0,1.0,24.0,181.0,70.0,21.37,1.16,1.0,-1.0,1.0,0.0,25.63,47,0.0,119,2
14.0,1.0,24.0,181.0,70.0,21.37,1.16,1.0,-1.0,1.0,0.0,25.51,47,0.24,119,3
16.0,1.0,23.0,180.0,70.0,21.6,2.27,1.0,-1.0,-1.0,0.0,25.5,47,0.48,119,0
16.0,1.0,23.0,180.0,70.0,21.6,2.27,1.0,-1.0,-1.0,0.0,25.76,47,0.96,119,1
16.0,1.0,23.0,180.0,70.0,21.6,2.27,1.0,-1.0,-1.0,0.0,25.84,47,0.36,119,2
16.0,1.0,23.0,180.0,70.0,21.6,2.27,1.0,-1.0,-1.0,0.0,25.7,47,0.84,119,3
18.0,0.0,22.0,163.0,48.0,18.07,1.09,1.0,-1.0,-1.0,0.0,25.5,47,0.36,119,0
18.0,0.0,22.0,163.0,48.0,18.07,1.09,1.0,-1.0,-1.0,0.0,25.68,47,0.36,119,1
18.0,0.0,22.0,163.0,48.0,18.07,1.09,1.0,-1.0,-1.0,0.0,26.38,47,0.12,119,2
18.0,0.0,22.0,163.0,48.0,18.07,1.09,1.0,-1.0,-1.0,0.0,26.14,47,0.6,119,3
30.0,1.0,31.0,180.0,66.0,20.37,0.59,1.0,0.0,1.0,0.0,25.5,47,0.72,119,0
30.0,1.0,31.0,180.0,66.0,20.37,0.59,1.0,0.0,1.0,0.0,26.11,47,1.2,119,1
30.0,1.0,31.0,180.0,66.0,20.37,0.59,1.0,0.0,1.0,0.0,25.65,47,1.08,119,2
30.0,1.0,31.0,180.0,66.0,20.37,0.59,1.0,0.0,1.0,0.0,26.13,47,0.36,119,3
43.0,0.0,28.0,161.0,57.0,21.99,0.44,1.0,1.0,0.0,0.0,25.5,47,0.96,119,0
43.0,0.0,28.0,161.0,57.0,21.99,0.44,1.0,1.0,0.0,0.0,25.83,47,0.48,119,1
43.0,0.0,28.0,161.0,57.0,21.99,0.44,1.0,1.0,0.0,0.0,26.31,47,0.12,119,2
43.0,0.0,28.0,161.0,57.0,21.99,0.44,1.0,1.0,0.0,0.0,26.03,47,0.36,119,3
46.0,1.0,22.0,179.0,77.0,24.03,0.89,1.0,1.0,1.0,0.0,25.5,47,0.0,119,0
46.0,1.0,22.0,179.0,77.0,24.03,0.89,1.0,1.0,1.0,0.0,25.87,47,1.08,119,1
46.0,1.0,22.0,179.0,77.0,24.03,0.89,1.0,1.0,1.0,0.0,25.9,47,0.72,119,2
46.0,1.0,22.0,179.0,77.0,24.03,0.89,1.0,1.0,1.0,0.0,26.17,47,0.12,119,3
49.0,0.0,23.0,170.0,60.0,20.76,0.88,1.0,-1.0,-1.0,0.0,25.5,47,0.96,119,0
49.0,0.0,23.0,170.0,60.0,20.76,0.88,1.0,-1.0,-1.0,0.0,25.86,47,0.48,119,1
49.0,0.0,23.0,170.0,60.0,20.76,0.88,1.0,-1.0,-1.0,0.0,25.8,47,0.36,119,2
49.0,0.0,23.0,170.0,60.0,20.76,0.88,1.0,-1.0,-1.0,0.0,26.09,47,0.96,119,3
51.0,0.0,23.0,163.0,55.0,20.7,0.89,1.0,-1.0,-1.0,0.0,25.5,47,0.6,119,0
51.0,0.0,23.0,163.0,55.0,20.7,0.89,1.0,-1.0,-1.0,0.0,26.0,47,0.96,119,1
51.0,0.0,23.0,163.0,55.0,20.7,0.89,1.0,-1.0,-1.0,0.0,25.67,47,0.36,119,2
51.0,0.0,23.0,163.0,55.0,20.7,0.89,1.0,-1.0,-1.0,0.0,26.23,47,0.0,119,3
8.0,0.0,28.0,168.0,54.0,19.13,0.49,1.0,0.0,1.0,0.0,26.0,47,0.36,120,0
8.0,0.0,28.0,168.0,54.0,19.13,0.49,1.0,0.0,1.0,0.0,26.17,47,0.0,120,1
8.0,0.0,28.0,168.0,54.0,19.13,0.49,1.0,0.0,1.0,0.0,26.73,47,1.08,120,2
8.0,0.0,28.0,168.0,54.0,19.13,0.49,1.0,0.0,1.0,0.0,26.02,47,0.72,120,3
9.0,1.0,22.0,180.0,65.0,20.06,1.05,1.0,-1.0,-1.0,0.0,26.0,47,1.08,120,0
9.0,1.0,22.0,180.0,65.0,20.06,1.05,1.0,-1.0,-1.0,0.0,26.54,47,1.08,120,1
9.0,1.0,22.0,180.0,65.0,20.06,1.05,1.0,-1.0,-1.0,0.0,26.91,47,0.36,120,2
9.0,1.0,22.0,180.0,65.0,20.06,1.05,1.0,-1.0,-1.0,0.0,26.33,47,0.84,120,3
14.0,1.0,24.0,181.0,70.0,21.37,1.16,1.0,-1.0,1.0,0.0,26.0,47,0.48,120,0
14.0,1.0,24.0,181.0,70.0,21.37,1.16,1.0,-1.0,1.0,0.0,26.82,47,0.72,120,1
14.0,1.0,24.0,181.0,70.0,21.37,1.16,1.0,-1.0,1.0,0.0,26.33,47,0.84,120,2
14.0,1.0,24.0,181.0,70.0,21.37,1.16,1.0,-1.0,1.0,0.0,26.51,47,0.12,120,3
16.0,1.0,23.0,180.0,70.0,21.6,2.27,1.0,-1.0,-1.0,0.0,26.0,47,0.96,120,0
16.0,1.0,23.0,180.0,70.0,21.6,2.27,1.0,-1.0,-1.0,0.0,26.25,47,1.08,120,1
16.0,1.0,23.0,180.0,70.0,21.6,2.27,1.0,-1.0,-1.0,0.0,26.03,47,0.48,120,2
16.0,1.0,23.0,180.0,70.0,21.6,2.27,1.0,-1.0,-1.0,0.0,26.97,47,0.12,120,3
18.0,0.0,22.0,163.0,48.0,18.07,1.09,1.0,-1.0,-1.0,0.0,26.0,47,0.84,120,0
18.0,0.0,22.0,163.0,48.0,18.07,1.09,1.0,-1.0,-1.0,0.0,26.23,47,0.84,120,1
18.0,0.0,22.0,163.0,48.0,18.07,1.09,1.0,-1.0,-1.0,0.0,26.09,47,0.36,120,2
18.0,0.0,22.0,163.0,48.0,18.07,1.09,1.0,-1.0,-1.0,0.0,26.61,47,0.24,120,3
30.0,1.0,31.0,180.0,66.0,20.37,0.59,1.0,0.0,1.0,0.0,26.0,47,0.24,120,0
30.0,1.0,31.0,180.0,66.0,20.37,0.59,1.0,0.0,1.0,0.0,26.63,47,1.08,120,1
30.0,1.0,31.0,180.0,66.0,20.37,0.59,1.0,0.0,1.0,0.0,26.3,47,0.48,120,2
30.0,1.0,31.0,180.0,66.0,20.37,0.59,1.0,0.0,1.0,0.0,26.45,47,0.6,120,3
43.0,0.0,28.0,161.0,57.0,21.99,0.44,1.0,1.0,0.0,0.0,26.0,47,0.24,120,0
43.0,0.0,28.0,161.0,57.0,21.99,0.44,1.0,1.0,0.0,0.0,26.94,47,0.6,120,1
43.0,0.0,28.0,161.0,57.0,21.99,0.44,1.0,1.0,0.0,0.0,26.19,47,1.08,120,2
43.0,0.0,28.0,161.0,57.0,21.99,0.44,1.0,1.0,0.0,0.0,26.96,47,1.08,120,3
46.0,1.0,22.0,179.0,77.0,24.03,0.89,1.0,1.0,1.0,0.0,26.0,47,0.72,120,0
46.0,1.0,22.0,179.0,77.0,24.03,0.89,1.0,1.0,1.0,0.0,26.69,47,0.6,120,1
46.0,1.0,22.0,179.0,77.0,24.03,0.89,1.0,1.0,1.0,0.0,26.99,47,0.84,120,2
46.0,1.0,22.0,179.0,77.0,24.03,0.89,1.0,1.0,1.0,0.0,26.3,47,1.2,120,3
49.0,0.0,23.0,170.0,60.0,20.76,0.88,1.0,-1.0,-1.0,0.0,26.0,47,0.48,120,0
49.0,0.0,23.0,170.0,60.0,20.76,0.88,1.0,-1.0,-1.0,0.0,26.46,47,0.12,120,1
49.0,0.0,23.0,170.0,60.0,20.76,0.88,1.0,-1.0,-1.0,0.0,26.37,47,0.0,120,2
49.0,0.0,23.0,170.0,60.0,20.76,0.88,1.0,-1.0,-1.0,0.0,26.84,47,1.2,120,3
51.0,0.0,23.0,163.0,55.0,20.7,0.89,1.0,-1.0,-1.0,0.0,26.0,47,0.6,120,0
51.0,0.0,23.0,163.0,55.0,20.7,0.89,1.0,-1.0,-1.0,0.0,26.07,47,0.72,120,1
51.0,0.0,23.0,163.0,55.0,20.7,0.89,1.0,-1.0,-1.0,0.0,26.05,47,0.24,120,2
51.0,0.0,23.0,163.0,55.0,20.7,0.89,1.0,-1.0,-1.0,0.0,26.2,47,0.48,120,3
8.0,0.0,28.0,168.0,54.0,19.13,0.49,1.0,0.0,1.0,0.0,26.5,47,0.6,121,0
8.0,0.0,28.0,168.0,54.0,19.13,0.49,1.0,0.0,1.0,0.0,27.09,47,0.72,121,1
8.0,0.0,28.0,168.0,54.0,19.13,0.49,1.0,0.0,1.0,0.0,27.01,47,0.12,121,2
8.0,0.0,28.0,168.0,54.0,19.13,0.49,1.0,0.0,1.0,0.0,26.91,47,0.12,121,3
9.0,1.0,22.0,180.0,65.0,20.06,1.05,1.0,-1.0,-1.0,0.0,26.5,47,0.84,121,0
9.0,1.0,22.0,180.0,65.0,20.06,1.05,1.0,-1.0,-1.0,0.0,27.46,47,0.96,121,1
9.0,1.0,22.0,180.0,65.0,20.06,1.05,1.0,-1.0,-1.0,0.0,27.3,47,0.96,121,2
9.0,1.0,22.0,180.0,65.0,20.06,1.05,1.0,-1.0,-1.0,0.0,27.16,47,0.36,121,3
14.0,1.0,24.0,181.0,70.0,21.37,1.16,1.0,-1.0,1.0,0.0,26.5,47,0.72,121,0
14.0,1.0,24.0,181.0,70.0,21.37,1.16,1.0,-1.0,1.0,0.0,27.11,47,0.24,121,1
14.0,1.0,24.0,181.0,70.0,21.37,1.16,1.0,-1.0,1.0,0.0,26.81,47,0.96,121,2
14.0,1.0,24.0,181.0,70.0,21.37,1.16,1.0,-1.0,1.0,0.0,27.21,47,0.48,121,3
16.0,1.0,23.0,180.0,70.0,21.6,2.27,1.0,-1.0,-1.0,0.0,26.5,47,0.72,121,0
16.0,1.0,23.0,180.0,70.0,21.6,2.27,1.0,-1.0,-1.0,0.0,26.67,47,1.2,121,1
16.0,1.0,23.0,180.0,70.0,21.6,2.27,1.0,-1.0,-1.0,0.0,26.89,47,1.2,121,2
16.0,1.0,23.0,180.0,70.0,21.6,2.27,1.0,-1.0,-1.0,0.0,27.14,47,0.36,121,3
18.0,0.0,22.0,163.0,48.0,18.07,1.09,1.0,-1.0,-1.0,0.0,26.5,47,0.24,121,0
18.0,0.0,22.0,163.0,48.0,18.07,1.09,1.0,-1.0,-1.0,0.0,27.48,47,0.12,121,1
18.0,0.0,22.0,163.0,48.0,18.07,1.09,1.0,-1.0,-1.0,0.0,26.81,47,0.84,121,2
18.0,0.0,22.0,163.0,48.0,18.07,1.09,1.0,-1.0,-1.0,0.0,26.96,47,0.48,121,3
30.0,1.0,31.0,180.0,66.0,20.37,0.59,1.0,0.0,1.0,0.0,26.5,47,0.0,121,0
30.0,1.0,31.0,180.0,66.0,20.37,0.59,1.0,0.0,1.0,0.0,27.06,47,1.08,121,1
30.0,1.0,31.0,180.0,66.0,20.37,0.59,1.0,0.0,1.0,0.0,26.53,47,1.08,121,2
30.0,1.0,31.0,180.0,66.0,20.37,0.59,1.0,0.0,1.0,0.0,26.75,47,1.08,121,3
43.0,0.0,28.0,161.0,57.0,21.99,0.44,1.0,1.0,0.0,0.0,26.5,47,0.48,121,0
43.0,0.0,28.0,161.0,57.0,21.99,0.44,1.0,1.0,0.0,0.0,26.51,47,1.08,121,1
43.0,0.0,28.0,161.0,57.0,21.99,0.44,1.0,1.0,0.0,0.0,26.71,47,1.08,121,2
43.0,0.0,28.0,161.0,57.0,21.99,0.44,1.0,1.0,0.0,0.0,27.03,47,0.24,121,3
46.0,1.0,22.0,179.0,77.0,24.03,0.89,1.0,1.0,1.0,0.0,26.5,47,0.96,121,0
46.0,1.0,22.0,179.0,77.0,24.03,0.89,1.0,1.0,1.0,0.0,27.26,47,0.24,121,1
46.0,1.0,22.0,179.0,77.0,24.03,0.89,1.0,1.0,1.0,0.0,27.42,47,1.08,121,2
46.0,1.0,22.0,179.0,77.0,24.03,0.89,1.0,1.0,1.0,0.0,26.95,47,0.84,121,3
49.0,0.0,23.0,170.0,60.0,20.76,0.88,1.0,-1.0,-1.0,0.0,26.5,47,0.24,121,0
49.0,0.0,23.0,170.0,60.0,20.76,0.88,1.0,-1.0,-1.0,0.0,26.73,47,0.84,121,1
49.0,0.0,23.0,170.0,60.0,20.76,0.88,1.0,-1.0,-1.0,0.0,26.92,47,0.6,121,2
49.0,0.0,23.0,170.0,60.0,20.76,0.88,1.0,-1.0,-1.0,0.0,26.93,47,0.96,121,3
51.0,0.0,23.0,163.0,55.0,20.7,0.89,1.0,-1.0,-1.0,0.0,26.5,47,1.2,121,0
51.0,0.0,23.0,163.0,55.0,20.7,0.89,1.0,-1.0,-1.0,0.0,26.96,47,0.12,121,1
51.0,0.0,23.0,163.0,55.0,20.7,0.89,1.0,-1.0,-1.0,0.0,27.2,47,0.6,121,2
51.0,0.0,23.0,163.0,55.0,20.7,0.89,1.0,-1.0,-1.0,0.0,27.31,47,0.72,121,3
8.0,0.0,28.0,168.0,54.0,19.13,0.49,1.0,0.0,1.0,0.0,27.0,47,0.36,122,0
8.0,0.0,28.0,168.0,54.0,19.13,0.49,1.0,0.0,1.0,0.0,27.49,47,0.84,122,1
8.0,0.0,28.0,168.0,54.0,19.13,0.49,1.0,0.0,1.0,0.0,27.5,47,0.0,122,2
8.0,0.0,28.0,168.0,54.0,19.13,0.49,1.0,0.0,1.0,0.0,27.02,47,0.72,122,3
9.0,1.0,22.0,180.0,65.0,20.06,1.05,1.0,-1.0,-1.0,0.0,27.0,47,0.48,122,0
9.0,1.0,22.0,180.0,65.0,20.06,1.05,1.0,-1.0,-1.0,0.0,27.67,47,0.12,122,1
9.0,1.0,22.0,180.0,65.0,20.06,1.05,1.0,-1.0,-1.0,0.0,27.57,47,0.24,122,2
9.0,1.0,22.0,180.0,65.0,20.06,1.05,1.0,-1.0,-1.0,0.0,27.49,47,0.96,122,3
14.0,1.0,24.0,181.0,70.0,21.37,1.16,1.0,-1.0,1.0,0.0,27.0,47,0.48,122,0
14.0,1.0,24.0,181.0,70.0,21.37,1.16,1.0,-1.0,1.0,0.0,27.12,47,0.72,122,1
14.0,1.0,24.0,181.0,70.0,21.37,1.16,1.0,-1.0,1.0,0.0,27.89,47,1.08,122,2
14.0,1.0,24.0,181.0,70.0,21.37,1.16,1.0,-1.0,1.0,0.0,27.57,47,0.72,122,3
16.0,1.0,23.0,180.0,70.0,21.6,2.27,1.0,-1.0,-1.0,0.0,27.0,47,0.12,122,0
16.0,1.0,23.0,180.0,70.0,21.6,2.27,1.0,-1.0,-1.0,0.0,27.8,47,0.24,122,1
16.0,1.0,23.0,180.0,70.0,21.6,2.27,1.0,-1.0,-1.0,0.0,27.97,47,0.6,122,2
16.0,1.0,23.0,180.0,70.0,21.6,2.27,1.0,-1.0,-1.0,0.0,27.83,47,0.12,122,3
18.0,0.0,22.0,163.0,48.0,18.07,1.09,1.0,-1.0,-1.0,0.0,27.0,47,0.84,122,0
18.0,0.0,22.0,163.0,48.0,18.07,1.09,1.0,-1.0,-1.0,0.0,27.49,47,0.36,122,1
18.0,0.0,22.0,163.0,48.0,18.07,1.09,1.0,-1.0,-1.0,0.0,27.09,47,0.6,122,2
18.0,0.0,22.0,163.0,48.0,18.07,1.09,1.0,-1.0,-1.0,0.0,27.4,47,0.72,122,3
30.0,1.0,31.0,180.0,66.0,20.37,0.59,1.0,0.0,1.0,0.0,27.0,47,0.96,122,0
30.0,1.0,31.0,180.0,66.0,20.37,0.59,1.0,0.0,1.0,0.0,27.46,47,0.84,122,1
30.0,1.0,31.0,180.0,66.0,20.37,0.59,1.0,0.0,1.0,0.0,27.89,47,0.24,122,2
30.0,1.0,31.0,180.0,66.0,20.37,0.59,1.0,0.0,1.0,0.0,27.18,47,0.0,122,3
43.0,0.0,28.0,161.0,57.0,21.99,0.44,1.0,1.0,0.0,0.0,27.0,47,0.72,122,0
43.0,0.0,28.0,161.0,57.0,21.99,0.44,1.0,1.0,0.0,0.0,27.81,47,1.08,122,1
43.0,0.0,28.0,161.0,57.0,21.99,0.44,1.0,1.0,0.0,0.0,27.33,47,0.36,122,2
43.0,0.0,28.0,161.0,57.0,21.99,0.44,1.0,1.0,0.0,0.0,27.14,47,0.48,122,3
46.0,1.0,22.0,179.0,77.0,24.03,0.89,1.0,1.0,1.0,0.0,27.0,47,0.12,122,0
46.0,1.0,22.0,179.0,77.0,24.03,0.89,1.0,1.0,1.0,0.0,27.75,47,0.0,122,1
46.0,1.0,22.0,179.0,77.0,24.03,0.89,1.0,1.0,1.0,0.0,27.92,47,0.12,122,2
46.0,1.0,22.0,179.0,77.0,24.03,0.89,1.0,1.0,1.0,0.0,27.8,47,0.96,122,3
49.0,0.0,23.0,170.0,60.0,20.76,0.88,1.0,-1.0,-1.0,0.0,27.0,47,0.6,122,0
49.0,0.0,23.0,170.0,60.0,20.76,0.88,1.0,-1.0,-1.0,0.0,27.06,47,0.6,122,1
49.0,0.0,23.0,170.0,60.0,20.76,0.88,1.0,-1.0,-1.0,0.0,27.19,47,1.2,122,2
49.0,0.0,23.0,170.0,60.0,20.76,0.88,1.0,-1.0,-1.0,0.0,27.1,47,0.84,122,3
51.0,0.0,23.0,163.0,55.0,20.7,0.89,1.0,-1.0,-1.0,0.0,27.0,47,0.84,122,0
51.0,0.0,23.0,163.0,55.0,20.7,0.89,1.0,-1.0,-1.0,0.0,27.41,47,0.12,122,1
51.0,0.0,23.0,163.0,55.0,20.7,0.89,1.0,-1.0,-1.0,0.0,27.85,47,0.24,122,2
51.0,0.0,23.0,163.0,55.0,20.7,0.89,1.0,-1.0,-1.0,0.0,27.97,47,0.12,122,3
8.0,0.0,28.0,168.0,54.0,19.13,0.49,1.0,0.0,1.0,0.0,27.5,47,0.36,123,0
8.0,0.0,28.0,168.0,54.0,19.13,0.49,1.0,0.0,1.0,0.0,28.48,47,0.12,123,1
8.0,0.0,28.0,168.0,54.0,19.13,0.49,1.0,0.0,1.0,0.0,28.34,47,0.12,123,2
8.0,0.0,28.0,168.0,54.0,19.13,0.49,1.0,0.0,1.0,0.0,28.18,47,0.72,123,3
9.0,1.0,22.0,180.0,65.0,20.06,1.05,1.0,-1.0,-1.0,0.0,27.5,47,0.36,123,0
9.0,1.0,22.0,180.0,65.0,20.06,1.05,1.0,-1.0,-1.0,0.0,28.16,47,0.48,123,1
9.0,1.0,22.0,180.0,65.0,20.06,1.05,1.0,-1.0,-1.0,0.0,27.8,47,0.84,123,2
9.0,1.0,22.0,180.0,65.0,20.06,1.05,1.0,-1.0,-1.0,0.0,28.45,47,0.12,123,3
14.0,1.0,24.0,181.0,70.0,21.37,1.16,1.0,-1.0,1.0,0.0,27.5,47,0.72,123,0
14.0,1.0,24.0,181.0,70.0,21.37,1.16,1.0,-1.0,1.0,0.0,27.89,47,1.08,123,1
14.0,1.0,24.0,181.0,70.0,21.37,1.16,1.0,-1.0,1.0,0.0,27.92,47,0.96,123,2
14.0,1.0,24.0,181.0,70.0,21.37,1.16,1.0,-1.0,1.0,0.0,27.71,47,1.2,123,3
16.0,1.0,23.0,180.0,70.0,21.6,2.27,1.0,-1.0,-1.0,0.0,27.5,47,1.08,123,0
16.0,1.0,23.0,180.0,70.0,21.6,2.27,1.0,-1.0,-1.0,0.0,27.9,47,0.84,123,1
16.0,1.0,23.0,180.0,70.0,21.6,2.27,1.0,-1.0,-1.0,0.0,28.3,47,0.72,123,2
16.0,1.0,23.0,180.0,70.0,21.6,2.27,1.0,-1.0,-1.0,0.0,28.17,47,1.08,123,3
18.0,0.0,22.0,163.0,48.0,18.07,1.09,1.0,-1.0,-1.0,0.0,27.5,47,0.0,123,0
18.0,0.0,22.0,163.0,48.0,18.07,1.09,1.0,-1.0,-1.0,0.0,28.26,47,0.6,123,1
18.0,0.0,22.0,163.0,48.0,18.07,1.09,1.0,-1.0,-1.0,0.0,28.07,47,0.96,123,2
18.0,0.0,22.0,163.0,48.0,18.07,1.09,1.0,-1.0,-1.0,0.0,28.48,47,0.12,123,3
30.0,1.0,31.0,180.0,66.0,20.37,0.59,1.0,0.0,1.0,0.0,27.5,47,0.12,123,0
30.0,1.0,31.0,180.0,66.0,20.37,0.59,1.0,0.0,1.0,0.0,27.98,47,0.96,123,1
30.0,1.0,31.0,180.0,66.0,20.37,0.59,1.0,0.0,1.0,0.0,27.58,47,0.0,123,2
30.0,1.0,31.0,180.0,66.0,20.37,0.59,1.0,0.0,1.0,0.0,27.56,47,0.6,123,3
43.0,0.0,28.0,161.0,57.0,21.99,0.44,1.0,1.0,0.0,0.0,27.5,47,0.36,123,0
43.0,0.0,28.0,161.0,57.0,21.99,0.44,1.0,1.0,0.0,0.0,27.93,47,0.36,123,1
43.0,0.0,28.0,161.0,57.0,21.99,0.44,1.0,1.0,0.0,0.0,28.43,47,0.6,123,2
43.0,0.0,28.0,161.0,57.0,21.99,0.44,1.0,1.0,0.0,0.0,28.23,47,0.72,123,3
46.0,1.0,22.0,179.0,77.0,24.03,0.89,1.0,1.0,1.0,0.0,27.5,47,0.48,123,0
46.0,1.0,22.0,179.0,77.0,24.03,0.89,1.0,1.0,1.0,0.0,27.61,47,0.72,123,1
46.0,1.0,22.0,179.0,77.0,24.03,0.89,1.0,1.0,1.0,0.0,27.56,47,0.6,123,2
46.0,1.0,22.0,179.0,77.0,24.03,0.89,1.0,1.0,1.0,0.0,27.63,47,0.6,123,3
49.0,0.0,23.0,170.0,60.0,20.76,0.88,1.0,-1.0,-1.0,0.0,27.5,47,0.48,123,0
49.0,0.0,23.0,170.0,60.0,20.76,0.88,1.0,-1.0,-1.0,0.0,28.2,47,0.12,123,1
49.0,0.0,23.0,170.0,60.0,20.76,0.88,1.0,-1.0,-1.0,0.0,28.15,47,0.6,123,2
49.0,0.0,23.0,170.0,60.0,20.76,0.88,1.0,-1.0,-1.0,0.0,28.5,47,0.6,123,3
51.0,0.0,23.0,163.0,55.0,20.7,0.89,1.0,-1.0,-1.0,0.0,27.5,47,0.36,123,0
51.0,0.0,23.0,163.0,55.0,20.7,0.89,1.0,-1.0,-1.0,0.0,28.31,47,0.84,123,1
51.0,0.0,23.0,163.0,55.0,20.7,0.89,1.0,-1.0,-1.0,0.0,27.53,47,0.12,123,2
